"","datetime","q_cms_hb","NO3","TP","NO3_source","TP_source","DOC"
"178",2022-10-02 20:15:00,0.675920996,3.921554545,0.000235,"sensor","sensor",7.263667
"179",2022-10-02 20:30:00,0.690889429,3.930282215,0.000235,"sensor","sensor",7.249187
"180",2022-10-02 20:45:00,0.690889429,3.933337876,0.000235,"sensor","sensor",7.231853
"181",2022-10-02 21:00:00,0.680889898,3.936569712,0.000235,"sensor","sensor",7.216389
"182",2022-10-02 21:15:00,0.695920098,3.922783011,0.000235,"sensor","sensor",7.232915
"183",2022-10-02 21:30:00,0.685879369,3.929500727,0.000235,"sensor","sensor",7.172616
"184",2022-10-02 21:45:00,0.685879369,3.933761011,0.000235,"sensor","sensor",7.25689
"185",2022-10-02 22:00:00,0.675920996,3.922811281,0.000235,"sensor","sensor",7.26661
"186",2022-10-02 22:15:00,0.680889898,3.916419748,0.000235,"sensor","sensor",7.258144
"187",2022-10-02 22:30:00,0.680889898,3.919583073,0.000235,"sensor","sensor",7.174733
"188",2022-10-02 22:45:00,0.675920996,3.920718493,0.000235,"sensor","sensor",7.207304
"189",2022-10-02 23:00:00,0.685879369,3.914013549,0.000235,"sensor","sensor",7.209521
"190",2022-10-02 23:15:00,0.680889898,3.923797195,0.000235,"sensor","sensor",7.166133
"191",2022-10-02 23:30:00,0.680889898,3.911410767,0.000235,"sensor","sensor",7.192215
"192",2022-10-02 23:45:00,0.675920996,3.907451489,0.000235,"sensor","sensor",7.197643
"193",2022-10-03 00:00:00,0.670972644,3.897216346,0.000235,"sensor","sensor",7.136691
"194",2022-10-03 00:15:00,0.680889898,3.908854939,0.000235,"sensor","sensor",7.157535
"195",2022-10-03 00:30:00,0.670972644,3.903071971,0.000235,"sensor","sensor",7.131083
"196",2022-10-03 00:45:00,0.670972644,3.902572661,0.000235,"sensor","sensor",7.149019
"197",2022-10-03 01:00:00,0.661137511,3.90269689,0.000235,"sensor","sensor",7.158971
"198",2022-10-03 01:15:00,0.675920996,3.904636334,0.000235,"sensor","sensor",7.126157
"199",2022-10-03 01:30:00,0.666044822,3.905931593,0.000235,"sensor","sensor",7.149408
"200",2022-10-03 01:45:00,0.670972644,3.904622509,0.000235,"sensor","sensor",7.179924
"201",2022-10-03 02:00:00,0.661137511,3.897411116,0.000235,"sensor","sensor",7.119558
"202",2022-10-03 02:15:00,0.661137511,3.890136507,0.000235,"sensor","sensor",7.157745
"203",2022-10-03 02:30:00,0.661137511,3.893390217,0.000235,"sensor","sensor",7.120214
"204",2022-10-03 02:45:00,0.666044822,3.895304471,0.000235,"sensor","sensor",7.14186
"205",2022-10-03 03:00:00,0.661137511,3.886067753,0.000235,"sensor","sensor",7.097875
"206",2022-10-03 03:15:00,0.666044822,3.874778256,0.000235,"sensor","sensor",7.066856
"207",2022-10-03 03:30:00,0.65625069,3.877302371,0.000235,"sensor","sensor",7.144371
"208",2022-10-03 03:45:00,0.651384342,3.877386607,0.000235,"sensor","sensor",7.12114
"209",2022-10-03 04:00:00,NA,3.872556631,0.000235,"sensor","sensor",7.102045
"210",2022-10-03 04:15:00,0.666044822,3.876832809,0.000235,"sensor","sensor",7.082862
"211",2022-10-03 04:30:00,0.646538444,3.869522266,0.000235,"sensor","sensor",7.127408
"212",2022-10-03 04:45:00,0.65625069,3.862929291,0.000235,"sensor","sensor",7.098021
"213",2022-10-03 05:00:00,0.641712978,3.865696691,0.000235,"sensor","sensor",7.134335
"214",2022-10-03 05:15:00,0.641712978,3.868498668,0.000235,"sensor","sensor",7.123918
"215",2022-10-03 05:30:00,0.636907924,3.866476047,0.000235,"sensor","sensor",7.055596
"216",2022-10-03 05:45:00,0.646538444,3.861054813,0.000235,"sensor","sensor",7.061402
"217",2022-10-03 06:00:00,0.636907924,3.86562149,0.000235,"sensor","sensor",7.058976
"218",2022-10-03 06:15:00,0.632123262,3.856867906,0.000235,"sensor","sensor",7.109685
"219",2022-10-03 06:30:00,0.641712978,3.855805224,0.000235,"sensor","sensor",7.115987
"220",2022-10-03 06:45:00,0.636907924,3.858023213,0.000235,"sensor","sensor",7.089695
"221",2022-10-03 07:00:00,0.636907924,3.845765604,0.000235,"sensor","sensor",7.08707
"222",2022-10-03 07:15:00,0.641712978,3.844480012,0.000235,"sensor","sensor",7.04386
"223",2022-10-03 07:30:00,0.636907924,3.837568329,0.000235,"sensor","sensor",7.037916
"224",2022-10-03 07:45:00,0.636907924,3.843923957,0.000235,"sensor","sensor",7.031418
"225",2022-10-03 08:00:00,0.641712978,3.844866063,0.000235,"sensor","sensor",7.070729
"226",2022-10-03 08:15:00,0.636907924,3.836579518,0.000235,"sensor","sensor",7.011723
"227",2022-10-03 08:30:00,0.636907924,3.839077607,0.000235,"sensor","sensor",7.034889
"228",2022-10-03 08:45:00,0.632123262,3.828920925,0.000235,"sensor","sensor",7.010457
"229",2022-10-03 09:00:00,0.632123262,3.82576471,0.000235,"sensor","sensor",7.038271
"230",2022-10-03 09:15:00,0.632123262,3.820791388,0.000235,"sensor","sensor",7.058621
"231",2022-10-03 09:30:00,0.632123262,3.816980026,0.000235,"sensor","sensor",7.027454
"232",2022-10-03 09:45:00,0.632123262,3.825121219,0.000235,"sensor","sensor",7.032589
"233",2022-10-03 10:00:00,0.622615033,3.808221256,0.000235,"sensor","sensor",7.004287
"234",2022-10-03 10:15:00,0.632123262,3.801853394,0.000235,"sensor","sensor",7.02319
"235",2022-10-03 10:30:00,0.627358972,3.807757879,0.000235,"sensor","sensor",7.004309
"236",2022-10-03 10:45:00,0.627358972,3.800581371,0.000235,"sensor","sensor",7.0498
"237",2022-10-03 11:00:00,0.627358972,3.796744252,0.000235,"sensor","sensor",6.968377
"238",2022-10-03 11:15:00,0.617891427,3.795568299,0.000235,"sensor","sensor",6.974717
"239",2022-10-03 11:30:00,0.627358972,3.79127628,0.000235,"sensor","sensor",6.976204
"240",2022-10-03 11:45:00,0.617891427,3.788925392,0.000235,"sensor","sensor",6.983675
"241",2022-10-03 12:00:00,0.627358972,3.785038157,0.000235,"sensor","sensor",6.95665
"242",2022-10-03 12:15:00,0.622615033,3.783417311,0.000235,"sensor","sensor",6.969708
"243",2022-10-03 12:30:00,0.622615033,3.782635197,0.000235,"sensor","sensor",6.982007
"244",2022-10-03 12:45:00,0.622615033,3.785568843,0.000235,"sensor","sensor",7.000254
"245",2022-10-03 13:00:00,0.627358972,3.774200183,0.000235,"sensor","sensor",6.976116
"246",2022-10-03 13:15:00,0.613188132,3.779064672,0.000235,"sensor","sensor",7.001019
"247",2022-10-03 13:30:00,0.622615033,3.769197702,0.000235,"sensor","sensor",7.024209
"248",2022-10-03 13:45:00,0.617891427,3.765115357,0.000235,"sensor","sensor",6.998541
"249",2022-10-03 14:00:00,0.627358972,3.757243106,0.000235,"sensor","sensor",6.991795
"250",2022-10-03 14:15:00,0.617891427,3.752421886,0.000235,"sensor","sensor",7.006646
"251",2022-10-03 14:30:00,0.622615033,3.765540585,0.000235,"sensor","sensor",6.940596
"252",2022-10-03 14:45:00,0.627358972,3.753798954,0.000235,"sensor","sensor",7.022899
"253",2022-10-03 15:00:00,0.627358972,3.752660572,0.000235,"sensor","sensor",6.96586
"254",2022-10-03 15:15:00,0.627358972,3.731513789,0.000235,"sensor","sensor",6.990393
"255",2022-10-03 15:30:00,0.627358972,3.745744894,0.000235,"sensor","sensor",6.992778
"256",2022-10-03 15:45:00,0.627358972,3.73958637,0.000235,"sensor","sensor",6.990964
"257",2022-10-03 16:00:00,0.641712978,3.735298795,0.000235,"sensor","sensor",6.957242
"258",2022-10-03 16:15:00,0.632123262,3.729002449,0.000235,"sensor","sensor",6.990302
"259",2022-10-03 16:30:00,0.636907924,3.729759063,0.000235,"sensor","sensor",6.970212
"260",2022-10-03 16:45:00,0.636907924,3.720267673,0.000235,"sensor","sensor",6.964459
"261",2022-10-03 17:00:00,0.641712978,3.707390373,0.000235,"sensor","sensor",6.970176
"262",2022-10-03 17:15:00,0.627358972,3.717029816,0.000235,"sensor","sensor",6.974982
"263",2022-10-03 17:30:00,0.622615033,3.714721592,0.000235,"sensor","sensor",6.962839
"264",2022-10-03 17:45:00,0.627358972,3.704108834,0.000235,"sensor","sensor",6.996755
"265",2022-10-03 18:00:00,0.641712978,3.706709581,0.000235,"sensor","sensor",6.951685
"266",2022-10-03 18:15:00,0.636907924,3.692909465,0.000235,"sensor","sensor",6.946517
"267",2022-10-03 18:30:00,0.641712978,3.693087381,0.000235,"sensor","sensor",6.97752
"268",2022-10-03 18:45:00,0.636907924,3.691180054,0.000235,"sensor","sensor",6.947708
"269",2022-10-03 19:00:00,0.627358972,3.687118493,0.000235,"sensor","sensor",6.957386
"270",2022-10-03 19:15:00,0.632123262,3.67843937,0.000235,"sensor","sensor",6.945519
"271",2022-10-03 19:30:00,0.641712978,3.670846429,0.000235,"sensor","sensor",6.921366
"272",2022-10-03 19:45:00,0.632123262,3.668295408,0.000235,"sensor","sensor",6.894581
"273",2022-10-03 20:00:00,0.632123262,3.663062534,0.000235,"sensor","sensor",6.93143
"274",2022-10-03 20:15:00,0.627358972,3.673405283,0.000235,"sensor","sensor",6.931197
"275",2022-10-03 20:30:00,0.636907924,3.671848869,0.000235,"sensor","sensor",6.919326
"276",2022-10-03 20:45:00,0.632123262,3.659398729,0.000235,"sensor","sensor",6.931214
"277",2022-10-03 21:00:00,0.627358972,3.665292551,0.000235,"sensor","sensor",6.900279
"278",2022-10-03 21:15:00,0.627358972,3.670405587,0.000235,"sensor","sensor",6.918968
"279",2022-10-03 21:30:00,0.632123262,3.66302645,0.000235,"sensor","sensor",6.907113
"280",2022-10-03 21:45:00,0.632123262,3.668440088,0.000235,"sensor","sensor",6.926179
"281",2022-10-03 22:00:00,0.632123262,3.680092311,0.000235,"sensor","sensor",6.91264
"282",2022-10-03 22:15:00,0.641712978,3.678955399,0.000235,"sensor","sensor",6.854819
"283",2022-10-03 22:30:00,0.636907924,3.681977576,0.000235,"sensor","sensor",6.8845
"284",2022-10-03 22:45:00,0.632123262,3.673096629,0.000235,"sensor","sensor",6.859588
"285",2022-10-03 23:00:00,0.636907924,3.664592845,0.000235,"sensor","sensor",6.909915
"286",2022-10-03 23:15:00,0.622615033,3.667863702,0.000235,"sensor","sensor",6.891842
"287",2022-10-03 23:30:00,0.632123262,3.671361667,0.000235,"sensor","sensor",6.848938
"288",2022-10-03 23:45:00,0.622615033,3.658198742,0.000235,"sensor","sensor",6.894214
"289",2022-10-04 00:00:00,0.632123262,3.65819182,0.000235,"sensor","sensor",6.884616
"290",2022-10-04 00:15:00,0.622615033,3.66248158,0.000235,"sensor","sensor",6.848533
"291",2022-10-04 00:30:00,0.632123262,3.655080166,0.000235,"sensor","sensor",6.895599
"292",2022-10-04 00:45:00,0.632123262,3.657593684,0.000235,"sensor","sensor",6.882348
"293",2022-10-04 01:00:00,0.617891427,3.658676563,0.000235,"sensor","sensor",6.84856
"294",2022-10-04 01:15:00,0.632123262,3.654945128,0.000235,"sensor","sensor",6.826769
"295",2022-10-04 01:30:00,0.617891427,3.647455743,0.000235,"sensor","sensor",6.823211
"296",2022-10-04 01:45:00,0.617891427,3.643672202,0.000235,"sensor","sensor",6.805003
